drug1,drug2,status
Aminophyline (Theophylin-ethylendiamin),Manitol,compatible
Aminophyline (Theophylin-ethylendiamin),Meropenem,compatible
Aminophyline (Theophylin-ethylendiamin),Methotrexat,compatible
Aminophyline (Theophylin-ethylendiamin),Methylprednisolon,unknown
Aminophyline (Theophylin-ethylendiamin),Metronidazol,compatible
Aminophyline (Theophylin-ethylendiamin),Micafungin natri,compatible
Aminophyline (Theophylin-ethylendiamin),Midazolam,incompatible
Aminophyline (Theophylin-ethylendiamin),Milrinone,compatible
Aminophyline (Theophylin-ethylendiamin),Morphin sulfat,compatible
Aminophyline (Theophylin-ethylendiamin),Kali chlorid,compatible
Aminophyline (Theophylin-ethylendiamin),Natri colistimethat,compatible
Aminophyline (Theophylin-ethylendiamin),Recombinant Human Erythropoietin alfa,compatible
Aminophyline (Theophylin-ethylendiamin),Naloxon hydroclorid,controversial
Aminophyline (Theophylin-ethylendiamin),Neostigmin methylsulfat,unknown
Aminophyline (Theophylin-ethylendiamin),Nicardipin hydrochlorid,controversial
Aminophyline (Theophylin-ethylendiamin),Noradrenalin,unknown
Aminophyline (Theophylin-ethylendiamin),Octreotide,compatible
Aminophyline (Theophylin-ethylendiamin),Omeprazol,unknown
Aminophyline (Theophylin-ethylendiamin),Ondansetron,incompatible
Aminophyline (Theophylin-ethylendiamin),Oxacilin,compatible
Aminophyline (Theophylin-ethylendiamin),Pantoprazol,compatible
Aminophyline (Theophylin-ethylendiamin),Phenobarbital,compatible
Aminophyline (Theophylin-ethylendiamin),Phytomenadion,compatible
Aminophyline (Theophylin-ethylendiamin),Piperacilin + Tazobactam,compatible
Aminophyline (Theophylin-ethylendiamin),Propofol,compatible
Aminophyline (Theophylin-ethylendiamin),Rocuronium Bromid,compatible
Aminophyline (Theophylin-ethylendiamin),Natri bicarbonat,compatible
Aminophyline (Theophylin-ethylendiamin),Natri Chlorid,unknown
Aminophyline (Theophylin-ethylendiamin),Natri lactat,unknown
Aminophyline (Theophylin-ethylendiamin),Sugammadex,unknown
Aminophyline (Theophylin-ethylendiamin),Terbutalin sulfat,unknown
Aminophyline (Theophylin-ethylendiamin),Tinidazol,unknown
Aminophyline (Theophylin-ethylendiamin),Tobramycin sulfat,compatible
Aminophyline (Theophylin-ethylendiamin),Vancomycin,incompatible
Aminophyline (Theophylin-ethylendiamin),Voriconazol,compatible
Amiodarone hydrochlorid,Amoxicilin + Acid clavulanic,incompatible
Amiodarone hydrochlorid,Amphotericin B,controversial
Amiodarone hydrochlorid,Ampicillin + Sulbactam,incompatible
Amiodarone hydrochlorid,Atropin Sulfat,compatible
Amiodarone hydrochlorid,Azithromycin,incompatible
Amiodarone hydrochlorid,Bupivacaine HCl,unknown
Amiodarone hydrochlorid,Cafein,unknown
Amiodarone hydrochlorid,Calci chlorid,compatible
Amiodarone hydrochlorid,Calci gluconat,controversial
Amiodarone hydrochlorid,Caspofungin,compatible
Amiodarone hydrochlorid,Cefamandol,incompatible
Amiodarone hydrochlorid,Cefazolin,controversial
Amiodarone hydrochlorid,Cefepim,compatible
Amiodarone hydrochlorid,Cefoperazon,unknown
Amiodarone hydrochlorid,Cefoperazon + sulbactam,unknown
Amiodarone hydrochlorid,Cefotaxim,incompatible
Amiodarone hydrochlorid,Ceftarolin,compatible
Amiodarone hydrochlorid,Ceftazidim,incompatible
Amiodarone hydrochlorid,Ceftazidim  +  Avibactam,unknown
Amiodarone hydrochlorid,Ceftriaxon,controversial
Amiodarone hydrochlorid,Ciprofloxacin,compatible
Amiodarone hydrochlorid,Clindamycin,compatible
Amiodarone hydrochlorid,Deferoxamin mesilat,unknown
Amiodarone hydrochlorid,Dexamethason phosphat,incompatible
Amiodarone hydrochlorid,Dextrose,unknown
Amiodarone hydrochlorid,Diazepam,incompatible
Amiodarone hydrochlorid,Diphenhydramin hydroclorid,compatible
Amiodarone hydrochlorid,Dobutamine Hydrochlorid,controversial
Amiodarone hydrochlorid,Dopamin hydrochlorid,compatible
Amiodarone hydrochlorid,Enoxaparin natri,unknown
Amiodarone hydrochlorid,Esomeprazol,unknown
Amiodarone hydrochlorid,Fentanyl,controversial
Amiodarone hydrochlorid,Filgrastim,unknown
Amiodarone hydrochlorid,Fluconazol,compatible
Amiodarone hydrochlorid,Fosfomycin Sodium,incompatible
Amiodarone hydrochlorid,Furosemid,controversial
Amiodarone hydrochlorid,Ganciclovir,incompatible
Amiodarone hydrochlorid,Gentamicin,compatible
Amiodarone hydrochlorid,Heparin natri,incompatible
Amiodarone hydrochlorid,Gelatin,unknown
Amiodarone hydrochlorid,Benzylpenicilin natri,unknown
Amiodarone hydrochlorid,Hydrocortison,unknown
Amiodarone hydrochlorid,Iloprost,unknown
Amiodarone hydrochlorid,Imipenem + Cilasatin,incompatible
Amiodarone hydrochlorid,Immune globulin,unknown
Amiodarone hydrochlorid,Insulin aspart,compatible
Amiodarone hydrochlorid,Iohexol,unknown
Amiodarone hydrochlorid,Iopromide,unknown
Amiodarone hydrochlorid,Ketamine,compatible
Amiodarone hydrochlorid,Ketorolac Tromethamol,incompatible
Amiodarone hydrochlorid,Levobupivacain,unknown
Amiodarone hydrochlorid,Levofloxacin,incompatible
Amiodarone hydrochlorid,Lidocain hydroclorid,compatible
Amiodarone hydrochlorid,Linezolid,compatible
Amiodarone hydrochlorid,Magie Chlorid,unknown
Amiodarone hydrochlorid,Magie sulfat,controversial
Amiodarone hydrochlorid,Manitol,compatible
Amiodarone hydrochlorid,Meropenem,incompatible
Amiodarone hydrochlorid,Methotrexat,incompatible
Amiodarone hydrochlorid,Methylprednisolon,unknown
Amiodarone hydrochlorid,Metronidazol,compatible
Amiodarone hydrochlorid,Micafungin natri,incompatible
Amiodarone hydrochlorid,Midazolam,compatible
Amiodarone hydrochlorid,Milrinone,compatible
Amiodarone hydrochlorid,Morphin sulfat,compatible
Amiodarone hydrochlorid,Kali chlorid,controversial
Amiodarone hydrochlorid,Natri colistimethat,unknown
Amiodarone hydrochlorid,Recombinant Human Erythropoietin alfa,unknown
Amiodarone hydrochlorid,Naloxon hydroclorid,compatible
Amiodarone hydrochlorid,Neostigmin methylsulfat,unknown
Amiodarone hydrochlorid,Nicardipin hydrochlorid,compatible
Amiodarone hydrochlorid,Noradrenalin,unknown
Amiodarone hydrochlorid,Octreotide,compatible
Amiodarone hydrochlorid,Omeprazol,unknown
Amiodarone hydrochlorid,Ondansetron,compatible
Amiodarone hydrochlorid,Oxacilin,unknown
Amiodarone hydrochlorid,Pantoprazol,controversial
Amiodarone hydrochlorid,Phenobarbital,incompatible
Amiodarone hydrochlorid,Phytomenadion,unknown
Amiodarone hydrochlorid,Piperacilin + Tazobactam,incompatible
Amiodarone hydrochlorid,Propofol,unknown
Amiodarone hydrochlorid,Rocuronium Bromid,compatible
Amiodarone hydrochlorid,Natri bicarbonat,incompatible
Amiodarone hydrochlorid,Natri Chlorid,unknown
Amiodarone hydrochlorid,Natri lactat,unknown
Amiodarone hydrochlorid,Sugammadex,unknown
Amiodarone hydrochlorid,Terbutalin sulfat,unknown
Amiodarone hydrochlorid,Tinidazol,unknown
Amiodarone hydrochlorid,Tobramycin sulfat,compatible
Amiodarone hydrochlorid,Vancomycin,compatible
Amiodarone hydrochlorid,Voriconazol,compatible
Amoxicilin + Acid clavulanic,Amphotericin B,unknown
Amoxicilin + Acid clavulanic,Ampicillin + Sulbactam,unknown
Amoxicilin + Acid clavulanic,Atropin Sulfat,unknown
Amoxicilin + Acid clavulanic,Azithromycin,unknown
Amoxicilin + Acid clavulanic,Bupivacaine HCl,unknown
Amoxicilin + Acid clavulanic,Cafein,unknown
Amoxicilin + Acid clavulanic,Calci chlorid,unknown
Amoxicilin + Acid clavulanic,Calci gluconat,unknown
Amoxicilin + Acid clavulanic,Caspofungin,unknown
Amoxicilin + Acid clavulanic,Cefamandol,unknown
Amoxicilin + Acid clavulanic,Cefazolin,unknown
Amoxicilin + Acid clavulanic,Cefepim,unknown
Amoxicilin + Acid clavulanic,Cefoperazon,unknown
Amoxicilin + Acid clavulanic,Cefoperazon + sulbactam,unknown
Amoxicilin + Acid clavulanic,Cefotaxim,unknown
Amoxicilin + Acid clavulanic,Cefoxitin,unknown
Amoxicilin + Acid clavulanic,Ceftarolin,unknown
Amoxicilin + Acid clavulanic,Ceftazidim,unknown
Amoxicilin + Acid clavulanic,Ceftazidim  +  Avibactam,unknown
Amoxicilin + Acid clavulanic,Ceftriaxon,unknown
Amoxicilin + Acid clavulanic,Ciprofloxacin,unknown
Amoxicilin + Acid clavulanic,Clindamycin,unknown
Amoxicilin + Acid clavulanic,Deferoxamin mesilat,unknown
Amoxicilin + Acid clavulanic,Dexamethason phosphat,unknown
Amoxicilin + Acid clavulanic,Dextrose,unknown
Amoxicilin + Acid clavulanic,Diazepam,unknown
Amoxicilin + Acid clavulanic,Diphenhydramin hydroclorid,unknown
Amoxicilin + Acid clavulanic,Dobutamine Hydrochlorid,unknown
Amoxicilin + Acid clavulanic,Dopamin hydrochlorid,unknown
Amoxicilin + Acid clavulanic,Enoxaparin natri,unknown
Amoxicilin + Acid clavulanic,Esomeprazol,unknown
Amoxicilin + Acid clavulanic,Fentanyl,unknown
Amoxicilin + Acid clavulanic,Filgrastim,unknown
Amoxicilin + Acid clavulanic,Fluconazol,unknown
Amoxicilin + Acid clavulanic,Fosfomycin Sodium,unknown
Amoxicilin + Acid clavulanic,Furosemid,unknown
Amoxicilin + Acid clavulanic,Ganciclovir,unknown
Amoxicilin + Acid clavulanic,Gentamicin,unknown
Amoxicilin + Acid clavulanic,Heparin natri,unknown
Amoxicilin + Acid clavulanic,Gelatin,unknown
Amoxicilin + Acid clavulanic,Benzylpenicilin natri,unknown
Amoxicilin + Acid clavulanic,Hydrocortison,unknown
Amoxicilin + Acid clavulanic,Iloprost,unknown
Amoxicilin + Acid clavulanic,Imipenem + Cilasatin,unknown
Amoxicilin + Acid clavulanic,Immune globulin,unknown
Amoxicilin + Acid clavulanic,Insulin aspart,unknown
Amoxicilin + Acid clavulanic,Iohexol,unknown
Amoxicilin + Acid clavulanic,Iopromide,unknown
Amoxicilin + Acid clavulanic,Ketamine,unknown
Amoxicilin + Acid clavulanic,Ketorolac Tromethamol,unknown
Amoxicilin + Acid clavulanic,Levobupivacain,unknown
Amoxicilin + Acid clavulanic,Levofloxacin,unknown
Amoxicilin + Acid clavulanic,Lidocain hydroclorid,unknown
Amoxicilin + Acid clavulanic,Linezolid,unknown
Amoxicilin + Acid clavulanic,Magie Chlorid,unknown
Amoxicilin + Acid clavulanic,Magie sulfat,unknown
Amoxicilin + Acid clavulanic,Manitol,unknown
Amoxicilin + Acid clavulanic,Meropenem,unknown
Amoxicilin + Acid clavulanic,Methotrexat,unknown
Amoxicilin + Acid clavulanic,Methylprednisolon,unknown
Amoxicilin + Acid clavulanic,Metronidazol,unknown
Amoxicilin + Acid clavulanic,Micafungin natri,unknown
Amoxicilin + Acid clavulanic,Midazolam,controversial
Amoxicilin + Acid clavulanic,Milrinone,unknown
Amoxicilin + Acid clavulanic,Morphin sulfat,unknown
Amoxicilin + Acid clavulanic,Kali chlorid,unknown
Amoxicilin + Acid clavulanic,Natri colistimethat,unknown
Amoxicilin + Acid clavulanic,Recombinant Human Erythropoietin alfa,unknown
Amoxicilin + Acid clavulanic,Naloxon hydroclorid,unknown
Amoxicilin + Acid clavulanic,Neostigmin methylsulfat,unknown
Amoxicilin + Acid clavulanic,Nicardipin hydrochlorid,unknown
Amoxicilin + Acid clavulanic,Noradrenalin,unknown
Amoxicilin + Acid clavulanic,Octreotide,unknown
Amoxicilin + Acid clavulanic,Omeprazol,unknown
Amoxicilin + Acid clavulanic,Ondansetron,unknown
Amoxicilin + Acid clavulanic,Oxacilin,unknown
Amoxicilin + Acid clavulanic,Pantoprazol,compatible
Amoxicilin + Acid clavulanic,Phenobarbital,unknown
Amoxicilin + Acid clavulanic,Phytomenadion,unknown
Amoxicilin + Acid clavulanic,Piperacilin + Tazobactam,unknown
Amoxicilin + Acid clavulanic,Propofol,compatible
Amoxicilin + Acid clavulanic,Rocuronium Bromid,unknown
Amoxicilin + Acid clavulanic,Natri bicarbonat,unknown
Amoxicilin + Acid clavulanic,Natri Chlorid,unknown
Amoxicilin + Acid clavulanic,Natri lactat,unknown
Amoxicilin + Acid clavulanic,Sugammadex,unknown
Amoxicilin + Acid clavulanic,Terbutalin sulfat,unknown
Amoxicilin + Acid clavulanic,Tinidazol,unknown
Amoxicilin + Acid clavulanic,Tobramycin sulfat,unknown
Amoxicilin + Acid clavulanic,Vancomycin,compatible
Amoxicilin + Acid clavulanic,Voriconazol,unknown
Ampicillin + Sulbactam,Amphotericin B,incompatible
Ampicillin + Sulbactam,Atropin Sulfat,controversial
Ampicillin + Sulbactam,Azithromycin,compatible
Ampicillin + Sulbactam,Bupivacaine HCl,unknown
Ampicillin + Sulbactam,Cafein,unknown
Ampicillin + Sulbactam,Calci chlorid,controversial
Ampicillin + Sulbactam,Calci gluconat,controversial
Ampicillin + Sulbactam,Caspofungin,incompatible
Ampicillin + Sulbactam,Cefamandol,controversial
Ampicillin + Sulbactam,Cefazolin,controversial
Ampicillin + Sulbactam,Cefepim,compatible
Ampicillin + Sulbactam,Cefoperazon,controversial
Ampicillin + Sulbactam,Cefoperazon + sulbactam,unknown
Ampicillin + Sulbactam,Cefotaxim,controversial
Ampicillin + Sulbactam,Ceftarolin,unknown
Ampicillin + Sulbactam,Ceftazidim,controversial
Ampicillin + Sulbactam,Ceftazidim  +  Avibactam,unknown
Ampicillin + Sulbactam,Ceftriaxon,controversial
Ampicillin + Sulbactam,Ciprofloxacin,incompatible
Ampicillin + Sulbactam,Clindamycin,controversial
Ampicillin + Sulbactam,Deferoxamin mesilat,unknown
Ampicillin + Sulbactam,Dexamethason phosphat,controversial
Ampicillin + Sulbactam,Dextrose,unknown
Ampicillin + Sulbactam,Diazepam,incompatible
Ampicillin + Sulbactam,Diphenhydramin hydroclorid,controversial
Ampicillin + Sulbactam,Dobutamine Hydrochlorid,incompatible
Ampicillin + Sulbactam,Dopamin hydrochlorid,controversial
Ampicillin + Sulbactam,Enoxaparin natri,unknown
Ampicillin + Sulbactam,Esomeprazol,unknown
Ampicillin + Sulbactam,Fentanyl,controversial
Ampicillin + Sulbactam,Filgrastim,compatible
Ampicillin + Sulbactam,Fluconazol,controversial
Ampicillin + Sulbactam,Fosfomycin Sodium,compatible
Ampicillin + Sulbactam,Furosemid,controversial
Ampicillin + Sulbactam,Ganciclovir,incompatible
Ampicillin + Sulbactam,Gentamicin,controversial
Ampicillin + Sulbactam,Heparin natri,controversial
Ampicillin + Sulbactam,Gelatin,unknown
Ampicillin + Sulbactam,Benzylpenicilin natri,controversial
Ampicillin + Sulbactam,Hydrocortison,unknown
Ampicillin + Sulbactam,Iloprost,unknown
Ampicillin + Sulbactam,Imipenem + Cilasatin,controversial
Ampicillin + Sulbactam,Immune globulin,unknown
Ampicillin + Sulbactam,Insulin aspart,unknown
Ampicillin + Sulbactam,Iohexol,unknown
Ampicillin + Sulbactam,Iopromide,unknown
Ampicillin + Sulbactam,Ketamine,unknown
Ampicillin + Sulbactam,Ketorolac Tromethamol,controversial
Ampicillin + Sulbactam,Levobupivacain,unknown
Ampicillin + Sulbactam,Levofloxacin,compatible
Ampicillin + Sulbactam,Lidocain hydroclorid,controversial
Ampicillin + Sulbactam,Linezolid,compatible
Ampicillin + Sulbactam,Magie Chlorid,unknown
Ampicillin + Sulbactam,Magie sulfat,controversial
Ampicillin + Sulbactam,Manitol,controversial
Ampicillin + Sulbactam,Meropenem,unknown
Ampicillin + Sulbactam,Methotrexat,compatible
Ampicillin + Sulbactam,Methylprednisolon,unknown
Ampicillin + Sulbactam,Metronidazol,compatible
Ampicillin + Sulbactam,Micafungin natri,unknown
Ampicillin + Sulbactam,Midazolam,incompatible
Ampicillin + Sulbactam,Milrinone,compatible
Ampicillin + Sulbactam,Morphin sulfat,controversial
Ampicillin + Sulbactam,Kali chlorid,controversial
Ampicillin + Sulbactam,Natri colistimethat,unknown
Ampicillin + Sulbactam,Recombinant Human Erythropoietin alfa,controversial
Ampicillin + Sulbactam,Naloxon hydroclorid,controversial
Ampicillin + Sulbactam,Neostigmin methylsulfat,unknown
Ampicillin + Sulbactam,Nicardipin hydrochlorid,incompatible
Ampicillin + Sulbactam,Noradrenalin,unknown
Ampicillin + Sulbactam,Octreotide,compatible
Ampicillin + Sulbactam,Omeprazol,unknown
Ampicillin + Sulbactam,Ondansetron,incompatible
Ampicillin + Sulbactam,Oxacilin,controversial
Ampicillin + Sulbactam,Pantoprazol,compatible
Ampicillin + Sulbactam,Phenobarbital,controversial
Ampicillin + Sulbactam,Phytomenadion,controversial
Ampicillin + Sulbactam,Piperacilin + Tazobactam,unknown
Ampicillin + Sulbactam,Propofol,unknown
Ampicillin + Sulbactam,Rocuronium Bromid,compatible
Ampicillin + Sulbactam,Natri bicarbonat,controversial
Ampicillin + Sulbactam,Natri Chlorid,unknown
Ampicillin + Sulbactam,Natri lactat,unknown
Ampicillin + Sulbactam,Sugammadex,unknown
Ampicillin + Sulbactam,Terbutalin sulfat,unknown
Ampicillin + Sulbactam,Tinidazol,unknown
Ampicillin + Sulbactam,Tobramycin sulfat,controversial
Ampicillin + Sulbactam,Vancomycin,controversial
Ampicillin + Sulbactam,Voriconazol,compatible
Amphotericin B,Atropin Sulfat,incompatible
Amphotericin B,Azithromycin,incompatible
Amphotericin B,Bupivacaine HCl,unknown
Amphotericin B,Cafein,compatible
Amphotericin B,Calci chlorid,incompatible
Amphotericin B,Calci gluconat,incompatible
Amphotericin B,Caspofungin,incompatible
Amphotericin B,Cefamandol,incompatible
Amphotericin B,Cefazolin,controversial
Amphotericin B,Cefepim,incompatible
Amphotericin B,Cefoperazon,controversial
Amphotericin B,Cefoperazon + sulbactam,unknown
Amphotericin B,Cefotaxim,controversial
Amphotericin B,Cefoxitin,controversial
Amphotericin B,Ceftarolin,incompatible
Amphotericin B,Ceftazidim,controversial
Amphotericin B,Ceftazidim  +  Avibactam,unknown
Amphotericin B,Ceftriaxon,controversial
Amphotericin B,Ciprofloxacin,unknown
Amphotericin B,Clindamycin,incompatible
Amphotericin B,Deferoxamin mesilat,unknown
Amphotericin B,Dexamethason phosphat,incompatible
Amphotericin B,Dextrose,unknown
Amphotericin B,Diazepam,incompatible
Amphotericin B,Diphenhydramin hydroclorid,incompatible
Amphotericin B,Dobutamine Hydrochlorid,incompatible
Amphotericin B,Dopamin hydrochlorid,incompatible
Amphotericin B,Enoxaparin natri,unknown
Amphotericin B,Esomeprazol,unknown
Amphotericin B,Fentanyl,controversial
Amphotericin B,Filgrastim,incompatible
Amphotericin B,Fluconazol,incompatible
Amphotericin B,Fosfomycin Sodium,unknown
Amphotericin B,Furosemid,controversial
Amphotericin B,Ganciclovir,incompatible
Amphotericin B,Gentamicin,incompatible
Amphotericin B,Heparin natri,controversial
Amphotericin B,Gelatin,unknown
Amphotericin B,Benzylpenicilin natri,incompatible
Amphotericin B,Hydrocortison,unknown
Amphotericin B,Iloprost,unknown
Amphotericin B,Imipenem + Cilasatin,controversial
Amphotericin B,Immune globulin,unknown
Amphotericin B,Insulin aspart,unknown
Amphotericin B,Iohexol,unknown
Amphotericin B,Iopromide,unknown
Amphotericin B,Ketamine,unknown
Amphotericin B,Ketorolac Tromethamol,incompatible
Amphotericin B,Levobupivacain,unknown
Amphotericin B,Levofloxacin,incompatible
Amphotericin B,Lidocain hydroclorid,incompatible
Amphotericin B,Linezolid,incompatible
Amphotericin B,Magie Chlorid,unknown
Amphotericin B,Magie sulfat,controversial
Amphotericin B,Manitol,controversial
Amphotericin B,Meropenem,incompatible
Amphotericin B,Methotrexat,incompatible
Amphotericin B,Methylprednisolon,unknown
Amphotericin B,Metronidazol,incompatible
Amphotericin B,Micafungin natri,unknown
Amphotericin B,Midazolam,incompatible
Amphotericin B,Milrinone,incompatible
Amphotericin B,Morphin sulfat,incompatible
Amphotericin B,Kali chlorid,incompatible
Amphotericin B,Natri colistimethat,unknown
Amphotericin B,Recombinant Human Erythropoietin alfa,incompatible
Amphotericin B,Naloxon hydroclorid,controversial
Amphotericin B,Neostigmin methylsulfat,unknown
Amphotericin B,Nicardipin hydrochlorid,incompatible
Amphotericin B,Noradrenalin,unknown
Amphotericin B,Octreotide,compatible
Amphotericin B,Omeprazol,unknown
Amphotericin B,Ondansetron,incompatible
Amphotericin B,Oxacilin,incompatible
Amphotericin B,Pantoprazol,incompatible
Amphotericin B,Phenobarbital,controversial
Amphotericin B,Phytomenadion,controversial
Amphotericin B,Piperacilin + Tazobactam,incompatible
Amphotericin B,Propofol,incompatible
Amphotericin B,Rocuronium Bromid,incompatible
Amphotericin B,Natri bicarbonat,incompatible
Amphotericin B,Natri Chlorid,unknown
Amphotericin B,Natri lactat,unknown
Amphotericin B,Sugammadex,unknown
Amphotericin B,Terbutalin sulfat,unknown
Amphotericin B,Tinidazol,unknown
Amphotericin B,Tobramycin sulfat,incompatible
Amphotericin B,Vancomycin,incompatible
Amphotericin B,Voriconazol,incompatible
Atropin Sulfat,Azithromycin,unknown
Atropin Sulfat,Bupivacaine HCl,unknown
Atropin Sulfat,Cafein,unknown
Atropin Sulfat,Calci chlorid,compatible
Atropin Sulfat,Calci gluconat,compatible
Atropin Sulfat,Caspofungin,unknown
Atropin Sulfat,Cefamandol,compatible
Atropin Sulfat,Cefazolin,compatible
Atropin Sulfat,Cefepim,unknown
Atropin Sulfat,Cefoperazon,compatible
Atropin Sulfat,Cefoperazon + sulbactam,unknown
Atropin Sulfat,Cefotaxim,compatible
Atropin Sulfat,Cefoxitin,compatible
