record_id,raw_mention,normalized_mention,interaction_count,proposed_concept_code,proposed_name_vi,concept_type,body_system,severity,course,stage,dialysis,criteria_text,source_fragment,expression,is_compound,confidence,ai_status,match_status,mapping_status,reason,review_decision,review_note
condition-mention:5cba2df4c833ca31,Bệnh thận nặng,benh than nang,2,kidney_disease,Bệnh thận,disease,renal,severe,,,,,Bệnh thận nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c544433dea83f9f7,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột","benh tim mach hoac phoi nghiem trong, hen phe quan, benh than, gan hoac noi tiet hoac co tien su benh loet da day ruot",2,kidney_disease,Bệnh thận,disease,renal,,,,,,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c544433dea83f9f7,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột","benh tim mach hoac phoi nghiem trong, hen phe quan, benh than, gan hoac noi tiet hoac co tien su benh loet da day ruot",2,cardiovascular_disease,Bệnh tim mạch,disease,cardiovascular,,,,,,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c544433dea83f9f7,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột","benh tim mach hoac phoi nghiem trong, hen phe quan, benh than, gan hoac noi tiet hoac co tien su benh loet da day ruot",2,asthma,Hen phế quản,disease,respiratory,,,,,,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c544433dea83f9f7,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột","benh tim mach hoac phoi nghiem trong, hen phe quan, benh than, gan hoac noi tiet hoac co tien su benh loet da day ruot",2,peptic_ulcer,Loét dạ dày–tá tràng,disease,gastrointestinal,,,,,,"Bệnh tim mạch hoặc phổi nghiêm trọng, hen phế quản, bệnh thận, gan hoặc nội tiết hoặc có tiền sử bệnh loét dạ dày-ruột",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9eb45ed98f266671,Bệnh tim mạch nặng,benh tim mach nang,2,cardiovascular_disease,Bệnh tim mạch,disease,cardiovascular,severe,,,,,Bệnh tim mạch nặng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c444d7c0fc8f4e86,Bệnh vẩy nến,benh vay nen,2,psoriasis,Vảy nến,disease,dermatologic,,,,,,Bệnh vẩy nến,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:bfa3b799301fba21,Bệnh về gan,benh ve gan,2,liver_disease,Bệnh gan,disease,hepatic,,,,,,Bệnh về gan,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:92fb5a5a907569b8,Bí tiểu,bi tieu,2,urinary_retention,Bí tiểu,clinical_finding,urologic,,,,,,Bí tiểu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ad876da853273955,Blốc nhĩ thất (độ II hoặc III),bloc nhi that do ii hoac iii,2,atrioventricular_block,Blốc nhĩ thất,disease,cardiovascular,,,,,,Blốc nhĩ thất (độ II hoặc III),or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:92ea06fcd225d9b3,Block nhĩ thất độ 3,block nhi that do 3,2,atrioventricular_block,Blốc nhĩ thất,disease,cardiovascular,,,,,,Block nhĩ thất độ 3,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b5ce30d3bac8668b,Block xoang nhĩ,block xoang nhi,2,sinoatrial_block,Blốc xoang nhĩ,disease,cardiovascular,,,,,,Block xoang nhĩ,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c22dfc36d54b660a,Bỏng,bong,2,burn,Bỏng,clinical_finding,systemic,,,,,,Bỏng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:15b43f7bd76254c8,Chảy máu dưới màng nhện,chay mau duoi mang nhen,2,active_bleeding,Đang xuất huyết,clinical_finding,hematologic,,,,,,Chảy máu dưới màng nhện,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:897bc3db0061f9a8,Cường aldosterone nguyên phát,cuong aldosterone nguyen phat,2,primary_hyperaldosteronism,Cường aldosteron nguyên phát,disease,endocrine,,,,,,Cường aldosterone nguyên phát,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:bcc56c01db4b5c17,cường giáp không kiểm soát,cuong giap khong kiem soat,2,hyperthyroidism,Cường giáp,disease,endocrine,,,,,,cường giáp không kiểm soát,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b6d83d33cfb2956b,Đái tháo đường hoặc suy thận,dai thao duong hoac suy than,2,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,,Đái tháo đường hoặc suy thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b6d83d33cfb2956b,Đái tháo đường hoặc suy thận,dai thao duong hoac suy than,2,diabetes_mellitus,Đái tháo đường,disease,endocrine,,,,,,Đái tháo đường hoặc suy thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5c58f6c06d596173,"Đái tháo đường hoặc suy thận (GFR < 60 mL/ phút/ 1,73 m²)","dai thao duong hoac suy than gfr < phut 1,73 m²",2,renal_impairment,Suy giảm chức năng thận,organ_impairment,renal,,,,,,"Đái tháo đường hoặc suy thận (GFR < 60 mL/ phút/ 1,73 m²)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5c58f6c06d596173,"Đái tháo đường hoặc suy thận (GFR < 60 mL/ phút/ 1,73 m²)","dai thao duong hoac suy than gfr < phut 1,73 m²",2,diabetes_mellitus,Đái tháo đường,disease,endocrine,,,,,,"Đái tháo đường hoặc suy thận (GFR < 60 mL/ phút/ 1,73 m²)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:395459ed0854059d,Đái tháo nhạt,dai thao nhat,2,diabetes_insipidus,Đái tháo nhạt,disease,endocrine,,,,,,Đái tháo nhạt,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d6a47e39c5841b6a,đau thắt ngực,dau that nguc,2,angina,Đau thắt ngực,disease,cardiovascular,,,,,,đau thắt ngực,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:96729f4de954d2c1,Giảm calci huyết,giam calci huyet,2,hypocalcemia,Hạ calci máu,clinical_finding,electrolyte,,,,,,Giảm calci huyết,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:676bf9c376821167,Giãn tĩnh mạch thực quản,gian tinh mach thuc quan,2,esophageal_varices,Giãn tĩnh mạch thực quản,disease,hepatic,,,,,,Giãn tĩnh mạch thực quản,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d4d4a7a7f1b5f459,Glocom góc đóng,glocom goc dong,2,angle_closure_glaucoma,Glôcôm góc đóng/góc hẹp,disease,ophthalmic,,,,,,Glocom góc đóng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:77562953d4c8dc07,Gút,gut,2,gout,Bệnh gút,disease,metabolic,,,,,,Gút,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6ad95a28bf678627,Hạ calci máu,ha calci mau,2,hypocalcemia,Hạ calci máu,clinical_finding,electrolyte,,,,,,Hạ calci máu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2439a76c5dbd4ab7,Hạ huyết áp nghiêm trọng,ha huyet ap nghiem trong,2,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,severe,,,,,Hạ huyết áp nghiêm trọng,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6a2f37dee2e4204b,Hạ huyết áp tư thế,ha huyet ap tu the,2,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,,,,,,Hạ huyết áp tư thế,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:47b21663d435585c,"Hạ kali huyết dai dẳng, tăng calci huyết","ha kali huyet dai dang, tang calci huyet",2,hypokalemia,Hạ kali máu,clinical_finding,electrolyte,,,,,,"Hạ kali huyết dai dẳng, tăng calci huyết",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:47b21663d435585c,"Hạ kali huyết dai dẳng, tăng calci huyết","ha kali huyet dai dang, tang calci huyet",2,hypercalcemia,Tăng calci máu,clinical_finding,electrolyte,,,,,,"Hạ kali huyết dai dẳng, tăng calci huyết",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d44a08de3981889d,hen,hen,2,asthma,Hen phế quản,disease,respiratory,,,,,,hen,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:3c23a2b76e16e97c,hẹp động mạch chủ,hep dong mach chu,2,aortic_stenosis,Hẹp van động mạch chủ,disease,cardiovascular,,,,,,hẹp động mạch chủ,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7e1b2a6bbd19987d,Hội chứng suy nút xoang,hoi chung suy nut xoang,2,sick_sinus_syndrome,Hội chứng suy nút xoang,disease,cardiovascular,,,,,,Hội chứng suy nút xoang,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a2286a6e60b5dc9b,Hôn mê tăng thẩm thấu,hon me tang tham thau,2,hyperosmolar_state,Tình trạng tăng thẩm thấu,clinical_finding,metabolic,,,,,,Hôn mê tăng thẩm thấu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:5148233fbf51a879,huyết áp thấp,huyet ap thap,2,hypotension,Hạ huyết áp,clinical_finding,cardiovascular,,,,,,huyết áp thấp,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:13f2f15ede1e8eee,Khoảng QT kéo dài,khoang qt keo dai,2,qt_prolongation,Khoảng QT kéo dài,clinical_finding,cardiovascular,,,,,,Khoảng QT kéo dài,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:54c67d1a8ff374d6,"Không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose- galactose","khong dung nap galactose, thieu hut lactase hoan toan hoac kem hap thu glucose galactose",2,hereditary_galactose_intolerance,Không dung nạp galactose di truyền,disease,metabolic,,,,,,"Không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose- galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:54c67d1a8ff374d6,"Không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose- galactose","khong dung nap galactose, thieu hut lactase hoan toan hoac kem hap thu glucose galactose",2,glucose_galactose_malabsorption,Kém hấp thu glucose-galactose,disease,metabolic,,,,,,"Không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose- galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:54c67d1a8ff374d6,"Không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose- galactose","khong dung nap galactose, thieu hut lactase hoan toan hoac kem hap thu glucose galactose",2,lactase_deficiency,Thiếu hụt lactase,disease,metabolic,,,,,,"Không dung nạp galactose, thiếu hụt lactase hoàn toàn hoặc kém hấp thu glucose- galactose",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d1393bc6f85b9e81,Loạn chuyển hóa porphyrin,loan chuyen hoa porphyrin,2,porphyria,Rối loạn chuyển hóa porphyrin,disease,metabolic,,,,,,Loạn chuyển hóa porphyrin,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2f43d9cbb689231b,loạn nhịp tim,loan nhip tim,2,arrhythmia,Rối loạn nhịp tim,disease,cardiovascular,,,,,nhịp tim,loạn nhịp tim,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:346185f9837f712c,loét đường tiêu hóa,loet duong tieu hoa,2,peptic_ulcer,Loét dạ dày–tá tràng,disease,gastrointestinal,,,,,,loét đường tiêu hóa,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:f1d3414d133e2a62,người mới nối thông mạch máu,nguoi moi noi thong mach mau,2,vascular_anastomosis,Mới nối thông mạch máu,procedure_state,special,,,,,,người mới nối thông mạch máu,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
